Wiek;Płeć;Okres;Miesiąc;Rok;Bezrobotni
Od 16 Do 19 Lat;Mężczyźni;01.01.2005;sty;2005;91000
Od 20 Do 24 Lat;Mężczyźni;02.01.2005;sty;2005;175000
Od 25 Do 34 Lat;Mężczyźni;03.01.2005;sty;2005;194000
Od 35 Do 44 Lat;Mężczyźni;04.01.2005;sty;2005;201000
Od 45 Do 54 Lat;Mężczyźni;05.01.2005;sty;2005;207000
Od 55 Do 64 Lat;Mężczyźni;06.01.2005;sty;2005;101000
Od 65 Lat Wzwyż;Mężczyźni;07.01.2005;sty;2005;33000
Od 16 Do 19 Lat;Kobiety;08.01.2005;sty;2005;38000
Od 20 Do 24 Lat;Kobiety;09.01.2005;sty;2005;90000
Od 25 Do 34 Lat;Kobiety;10.01.2005;sty;2005;142000
Od 35 Do 44 Lat;Kobiety;11.01.2005;sty;2005;180000
Od 45 Do 54 Lat;Kobiety;12.01.2005;sty;2005;157000
Od 55 Do 64 Lat;Kobiety;13.01.2005;sty;2005;71000
Od 65 Lat Wzwyż;Kobiety;14.01.2005;sty;2005;82000
Od 16 Do 19 Lat;Mężczyźni;15.01.2005;sty;2005;90000
Od 20 Do 24 Lat;Mężczyźni;16.01.2005;sty;2005;154000
Od 25 Do 34 Lat;Mężczyźni;17.01.2005;sty;2005;176000
Od 35 Do 44 Lat;Mężczyźni;18.01.2005;sty;2005;184000
Od 45 Do 54 Lat;Mężczyźni;19.01.2005;sty;2005;186000
Od 55 Do 64 Lat;Mężczyźni;20.01.2005;sty;2005;98000
Od 65 Lat Wzwyż;Mężczyźni;21.01.2005;sty;2005;38000
Od 16 Do 19 Lat;Kobiety;22.01.2005;sty;2005;54000
Od 20 Do 24 Lat;Kobiety;23.01.2005;sty;2005;114000
Od 25 Do 34 Lat;Kobiety;24.01.2005;sty;2005;119000
Od 35 Do 44 Lat;Kobiety;25.01.2005;sty;2005;170000
Od 45 Do 54 Lat;Kobiety;26.01.2005;sty;2005;173000
Od 55 Do 64 Lat;Kobiety;27.01.2005;sty;2005;94000
Od 65 Lat Wzwyż;Kobiety;28.01.2005;sty;2005;85000
Od 16 Do 19 Lat;Mężczyźni;29.01.2005;sty;2005;114000
Od 20 Do 24 Lat;Mężczyźni;30.01.2005;sty;2005;137000
Od 25 Do 34 Lat;Mężczyźni;31.01.2005;sty;2005;195000
Od 35 Do 44 Lat;Mężczyźni;01.02.2005;lut;2005;211000
Od 45 Do 54 Lat;Mężczyźni;02.02.2005;lut;2005;223000
Od 55 Do 64 Lat;Mężczyźni;03.02.2005;lut;2005;115000
Od 65 Lat Wzwyż;Mężczyźni;04.02.2005;lut;2005;32000
Od 16 Do 19 Lat;Kobiety;05.02.2005;lut;2005;53000
Od 20 Do 24 Lat;Kobiety;06.02.2005;lut;2005;113000
Od 25 Do 34 Lat;Kobiety;07.02.2005;lut;2005;102000
Od 35 Do 44 Lat;Kobiety;08.02.2005;lut;2005;141000
Od 45 Do 54 Lat;Kobiety;09.02.2005;lut;2005;152000
Od 55 Do 64 Lat;Kobiety;10.02.2005;lut;2005;101000
Od 65 Lat Wzwyż;Kobiety;11.02.2005;lut;2005;72000
Od 16 Do 19 Lat;Mężczyźni;12.02.2005;lut;2005;86000
Od 20 Do 24 Lat;Mężczyźni;13.02.2005;lut;2005;125000
Od 25 Do 34 Lat;Mężczyźni;14.02.2005;lut;2005;191000
Od 35 Do 44 Lat;Mężczyźni;15.02.2005;lut;2005;206000
Od 45 Do 54 Lat;Mężczyźni;16.02.2005;lut;2005;181000
Od 55 Do 64 Lat;Mężczyźni;17.02.2005;lut;2005;93000
Od 65 Lat Wzwyż;Mężczyźni;18.02.2005;lut;2005;31000
Od 16 Do 19 Lat;Kobiety;19.02.2005;lut;2005;53000
Od 20 Do 24 Lat;Kobiety;20.02.2005;lut;2005;114000
Od 25 Do 34 Lat;Kobiety;21.02.2005;lut;2005;151000
Od 35 Do 44 Lat;Kobiety;22.02.2005;lut;2005;172000
Od 45 Do 54 Lat;Kobiety;23.02.2005;lut;2005;160000
Od 55 Do 64 Lat;Kobiety;24.02.2005;lut;2005;90000
Od 65 Lat Wzwyż;Kobiety;25.02.2005;lut;2005;80000
Od 16 Do 19 Lat;Mężczyźni;26.02.2005;lut;2005;87000
Od 20 Do 24 Lat;Mężczyźni;27.02.2005;lut;2005;106000
Od 25 Do 34 Lat;Mężczyźni;28.02.2005;lut;2005;183000
Od 35 Do 44 Lat;Mężczyźni;01.03.2005;mar;2005;173000
Od 45 Do 54 Lat;Mężczyźni;02.03.2005;mar;2005;159000
Od 55 Do 64 Lat;Mężczyźni;03.03.2005;mar;2005;87000
Od 65 Lat Wzwyż;Mężczyźni;04.03.2005;mar;2005;22000
Od 16 Do 19 Lat;Kobiety;05.03.2005;mar;2005;44000
Od 20 Do 24 Lat;Kobiety;06.03.2005;mar;2005;99000
Od 25 Do 34 Lat;Kobiety;07.03.2005;mar;2005;149000
Od 35 Do 44 Lat;Kobiety;08.03.2005;mar;2005;144000
Od 45 Do 54 Lat;Kobiety;09.03.2005;mar;2005;178000
Od 55 Do 64 Lat;Kobiety;10.03.2005;mar;2005;74000
Od 65 Lat Wzwyż;Kobiety;11.03.2005;mar;2005;71000
Od 16 Do 19 Lat;Mężczyźni;12.03.2005;mar;2005;74000
Od 20 Do 24 Lat;Mężczyźni;13.03.2005;mar;2005;109000
Od 25 Do 34 Lat;Mężczyźni;14.03.2005;mar;2005;162000
Od 35 Do 44 Lat;Mężczyźni;15.03.2005;mar;2005;146000
Od 45 Do 54 Lat;Mężczyźni;16.03.2005;mar;2005;171000
Od 55 Do 64 Lat;Mężczyźni;17.03.2005;mar;2005;64000
Od 65 Lat Wzwyż;Mężczyźni;18.03.2005;mar;2005;37000
Od 16 Do 19 Lat;Kobiety;19.03.2005;mar;2005;47000
Od 20 Do 24 Lat;Kobiety;20.03.2005;mar;2005;73000
Od 25 Do 34 Lat;Kobiety;21.03.2005;mar;2005;114000
Od 35 Do 44 Lat;Kobiety;22.03.2005;mar;2005;114000
Od 45 Do 54 Lat;Kobiety;23.03.2005;mar;2005;150000
Od 55 Do 64 Lat;Kobiety;24.03.2005;mar;2005;58000
Od 65 Lat Wzwyż;Kobiety;25.03.2005;mar;2005;89000
Od 16 Do 19 Lat;Mężczyźni;26.03.2005;mar;2005;79000
Od 20 Do 24 Lat;Mężczyźni;27.03.2005;mar;2005;110000
Od 25 Do 34 Lat;Mężczyźni;28.03.2005;mar;2005;139000
Od 35 Do 44 Lat;Mężczyźni;29.03.2005;mar;2005;164000
Od 45 Do 54 Lat;Mężczyźni;30.03.2005;mar;2005;181000
Od 55 Do 64 Lat;Mężczyźni;31.03.2005;mar;2005;56000
Od 65 Lat Wzwyż;Mężczyźni;01.04.2005;kwi;2005;36000
Od 16 Do 19 Lat;Kobiety;02.04.2005;kwi;2005;39000
Od 20 Do 24 Lat;Kobiety;03.04.2005;kwi;2005;72000
Od 25 Do 34 Lat;Kobiety;04.04.2005;kwi;2005;156000
Od 35 Do 44 Lat;Kobiety;05.04.2005;kwi;2005;115000
Od 45 Do 54 Lat;Kobiety;06.04.2005;kwi;2005;123000
Od 55 Do 64 Lat;Kobiety;07.04.2005;kwi;2005;81000
Od 65 Lat Wzwyż;Kobiety;08.04.2005;kwi;2005;86000
Od 16 Do 19 Lat;Mężczyźni;09.04.2005;kwi;2005;69000
Od 20 Do 24 Lat;Mężczyźni;10.04.2005;kwi;2005;142000
Od 25 Do 34 Lat;Mężczyźni;11.04.2005;kwi;2005;141000
Od 35 Do 44 Lat;Mężczyźni;12.04.2005;kwi;2005;157000
Od 45 Do 54 Lat;Mężczyźni;13.04.2005;kwi;2005;163000
Od 55 Do 64 Lat;Mężczyźni;14.04.2005;kwi;2005;82000
Od 65 Lat Wzwyż;Mężczyźni;15.04.2005;kwi;2005;25000
Od 16 Do 19 Lat;Kobiety;16.04.2005;kwi;2005;47000
Od 20 Do 24 Lat;Kobiety;17.04.2005;kwi;2005;57000
Od 25 Do 34 Lat;Kobiety;18.04.2005;kwi;2005;151000
Od 35 Do 44 Lat;Kobiety;19.04.2005;kwi;2005;137000
Od 45 Do 54 Lat;Kobiety;20.04.2005;kwi;2005;130000
Od 55 Do 64 Lat;Kobiety;21.04.2005;kwi;2005;85000
Od 65 Lat Wzwyż;Kobiety;22.04.2005;kwi;2005;101000
Od 16 Do 19 Lat;Mężczyźni;23.04.2005;kwi;2005;64000
Od 20 Do 24 Lat;Mężczyźni;24.04.2005;kwi;2005;127000
Od 25 Do 34 Lat;Mężczyźni;25.04.2005;kwi;2005;161000
Od 35 Do 44 Lat;Mężczyźni;26.04.2005;kwi;2005;152000
Od 45 Do 54 Lat;Mężczyźni;27.04.2005;kwi;2005;146000
Od 55 Do 64 Lat;Mężczyźni;28.04.2005;kwi;2005;83000
Od 65 Lat Wzwyż;Mężczyźni;29.04.2005;kwi;2005;36000
Od 16 Do 19 Lat;Kobiety;30.04.2005;kwi;2005;41000
Od 20 Do 24 Lat;Kobiety;01.05.2005;maj;2005;55000
Od 25 Do 34 Lat;Kobiety;02.05.2005;maj;2005;163000
Od 35 Do 44 Lat;Kobiety;03.05.2005;maj;2005;149000
Od 45 Do 54 Lat;Kobiety;04.05.2005;maj;2005;152000
Od 55 Do 64 Lat;Kobiety;05.05.2005;maj;2005;80000
Od 65 Lat Wzwyż;Kobiety;06.05.2005;maj;2005;96000
Od 16 Do 19 Lat;Mężczyźni;07.05.2005;maj;2005;51000
Od 20 Do 24 Lat;Mężczyźni;08.05.2005;maj;2005;102000
Od 25 Do 34 Lat;Mężczyźni;09.05.2005;maj;2005;152000
Od 35 Do 44 Lat;Mężczyźni;10.05.2005;maj;2005;137000
Od 45 Do 54 Lat;Mężczyźni;11.05.2005;maj;2005;195000
Od 55 Do 64 Lat;Mężczyźni;12.05.2005;maj;2005;90000
Od 65 Lat Wzwyż;Mężczyźni;13.05.2005;maj;2005;41000
Od 16 Do 19 Lat;Kobiety;14.05.2005;maj;2005;48000
Od 20 Do 24 Lat;Kobiety;15.05.2005;maj;2005;56000
Od 25 Do 34 Lat;Kobiety;16.05.2005;maj;2005;150000
Od 35 Do 44 Lat;Kobiety;17.05.2005;maj;2005;156000
Od 45 Do 54 Lat;Kobiety;18.05.2005;maj;2005;120000
Od 55 Do 64 Lat;Kobiety;19.05.2005;maj;2005;69000
Od 65 Lat Wzwyż;Kobiety;20.05.2005;maj;2005;94000
Od 16 Do 19 Lat;Mężczyźni;21.05.2005;maj;2005;53000
Od 20 Do 24 Lat;Mężczyźni;22.05.2005;maj;2005;97000
Od 25 Do 34 Lat;Mężczyźni;23.05.2005;maj;2005;137000
Od 35 Do 44 Lat;Mężczyźni;24.05.2005;maj;2005;151000
Od 45 Do 54 Lat;Mężczyźni;25.05.2005;maj;2005;197000
Od 55 Do 64 Lat;Mężczyźni;26.05.2005;maj;2005;82000
Od 65 Lat Wzwyż;Mężczyźni;27.05.2005;maj;2005;37000
Od 16 Do 19 Lat;Kobiety;28.05.2005;maj;2005;28000
Od 20 Do 24 Lat;Kobiety;29.05.2005;maj;2005;65000
Od 25 Do 34 Lat;Kobiety;30.05.2005;maj;2005;140000
Od 35 Do 44 Lat;Kobiety;31.05.2005;maj;2005;129000
Od 45 Do 54 Lat;Kobiety;01.06.2005;cze;2005;131000
Od 55 Do 64 Lat;Kobiety;02.06.2005;cze;2005;82000
Od 65 Lat Wzwyż;Kobiety;03.06.2005;cze;2005;62000
Od 16 Do 19 Lat;Mężczyźni;04.06.2005;cze;2005;62000
Od 20 Do 24 Lat;Mężczyźni;05.06.2005;cze;2005;93000
Od 25 Do 34 Lat;Mężczyźni;06.06.2005;cze;2005;164000
Od 35 Do 44 Lat;Mężczyźni;07.06.2005;cze;2005;150000
Od 45 Do 54 Lat;Mężczyźni;08.06.2005;cze;2005;190000
Od 55 Do 64 Lat;Mężczyźni;09.06.2005;cze;2005;104000
Od 65 Lat Wzwyż;Mężczyźni;10.06.2005;cze;2005;20000
Od 16 Do 19 Lat;Kobiety;11.06.2005;cze;2005;30000
Od 20 Do 24 Lat;Kobiety;12.06.2005;cze;2005;56000
Od 25 Do 34 Lat;Kobiety;13.06.2005;cze;2005;131000
Od 35 Do 44 Lat;Kobiety;14.06.2005;cze;2005;112000
Od 45 Do 54 Lat;Kobiety;15.06.2005;cze;2005;116000
Od 55 Do 64 Lat;Kobiety;16.06.2005;cze;2005;73000
Od 65 Lat Wzwyż;Kobiety;17.06.2005;cze;2005;64000
Od 16 Do 19 Lat;Mężczyźni;18.06.2005;cze;2005;34000
Od 20 Do 24 Lat;Mężczyźni;19.06.2005;cze;2005;126000
Od 25 Do 34 Lat;Mężczyźni;20.06.2005;cze;2005;141000
Od 35 Do 44 Lat;Mężczyźni;21.06.2005;cze;2005;105000
Od 45 Do 54 Lat;Mężczyźni;22.06.2005;cze;2005;162000
Od 55 Do 64 Lat;Mężczyźni;23.06.2005;cze;2005;102000
Od 65 Lat Wzwyż;Mężczyźni;24.06.2005;cze;2005;35000
Od 16 Do 19 Lat;Kobiety;25.06.2005;cze;2005;39000
Od 20 Do 24 Lat;Kobiety;26.06.2005;cze;2005;27000
Od 25 Do 34 Lat;Kobiety;27.06.2005;cze;2005;92000
Od 35 Do 44 Lat;Kobiety;28.06.2005;cze;2005;134000
Od 45 Do 54 Lat;Kobiety;29.06.2005;cze;2005;110000
Od 55 Do 64 Lat;Kobiety;30.06.2005;cze;2005;85000
Od 65 Lat Wzwyż;Kobiety;01.07.2005;lip;2005;61000
Od 16 Do 19 Lat;Mężczyźni;02.07.2005;lip;2005;68000
Od 20 Do 24 Lat;Mężczyźni;03.07.2005;lip;2005;135000
Od 25 Do 34 Lat;Mężczyźni;04.07.2005;lip;2005;190000
Od 35 Do 44 Lat;Mężczyźni;05.07.2005;lip;2005;123000
Od 45 Do 54 Lat;Mężczyźni;06.07.2005;lip;2005;182000
Od 55 Do 64 Lat;Mężczyźni;07.07.2005;lip;2005;95000
Od 65 Lat Wzwyż;Mężczyźni;08.07.2005;lip;2005;21000
Od 16 Do 19 Lat;Kobiety;09.07.2005;lip;2005;26000
Od 20 Do 24 Lat;Kobiety;10.07.2005;lip;2005;75000
Od 25 Do 34 Lat;Kobiety;11.07.2005;lip;2005;132000
Od 35 Do 44 Lat;Kobiety;12.07.2005;lip;2005;150000
Od 45 Do 54 Lat;Kobiety;13.07.2005;lip;2005;124000
Od 55 Do 64 Lat;Kobiety;14.07.2005;lip;2005;69000
Od 65 Lat Wzwyż;Kobiety;15.07.2005;lip;2005;61000
Od 16 Do 19 Lat;Mężczyźni;16.07.2005;lip;2005;84000
Od 20 Do 24 Lat;Mężczyźni;17.07.2005;lip;2005;140000
Od 25 Do 34 Lat;Mężczyźni;18.07.2005;lip;2005;134000
Od 35 Do 44 Lat;Mężczyźni;19.07.2005;lip;2005;171000
Od 45 Do 54 Lat;Mężczyźni;20.07.2005;lip;2005;163000
Od 55 Do 64 Lat;Mężczyźni;21.07.2005;lip;2005;84000
Od 65 Lat Wzwyż;Mężczyźni;22.07.2005;lip;2005;20000
Od 16 Do 19 Lat;Kobiety;23.07.2005;lip;2005;40000
Od 20 Do 24 Lat;Kobiety;24.07.2005;lip;2005;52000
Od 25 Do 34 Lat;Kobiety;25.07.2005;lip;2005;137000
Od 35 Do 44 Lat;Kobiety;26.07.2005;lip;2005;138000
Od 45 Do 54 Lat;Kobiety;27.07.2005;lip;2005;119000
Od 55 Do 64 Lat;Kobiety;28.07.2005;lip;2005;60000
Od 65 Lat Wzwyż;Kobiety;29.07.2005;lip;2005;54000
Od 16 Do 19 Lat;Mężczyźni;30.07.2005;lip;2005;97000
Od 20 Do 24 Lat;Mężczyźni;31.07.2005;lip;2005;174000
Od 25 Do 34 Lat;Mężczyźni;01.08.2005;sie;2005;155000
Od 35 Do 44 Lat;Mężczyźni;02.08.2005;sie;2005;140000
Od 45 Do 54 Lat;Mężczyźni;03.08.2005;sie;2005;141000
Od 55 Do 64 Lat;Mężczyźni;04.08.2005;sie;2005;113000
Od 65 Lat Wzwyż;Mężczyźni;05.08.2005;sie;2005;23000
Od 16 Do 19 Lat;Kobiety;06.08.2005;sie;2005;28000
Od 20 Do 24 Lat;Kobiety;07.08.2005;sie;2005;71000
Od 25 Do 34 Lat;Kobiety;08.08.2005;sie;2005;135000
Od 35 Do 44 Lat;Kobiety;09.08.2005;sie;2005;157000
Od 45 Do 54 Lat;Kobiety;10.08.2005;sie;2005;98000
Od 55 Do 64 Lat;Kobiety;11.08.2005;sie;2005;59000
Od 65 Lat Wzwyż;Kobiety;12.08.2005;sie;2005;54000
Od 16 Do 19 Lat;Mężczyźni;13.08.2005;sie;2005;66000
Od 20 Do 24 Lat;Mężczyźni;14.08.2005;sie;2005;125000
Od 25 Do 34 Lat;Mężczyźni;15.08.2005;sie;2005;137000
Od 35 Do 44 Lat;Mężczyźni;16.08.2005;sie;2005;158000
Od 45 Do 54 Lat;Mężczyźni;17.08.2005;sie;2005;178000
Od 55 Do 64 Lat;Mężczyźni;18.08.2005;sie;2005;81000
Od 65 Lat Wzwyż;Mężczyźni;19.08.2005;sie;2005;12000
Od 16 Do 19 Lat;Kobiety;20.08.2005;sie;2005;45000
Od 20 Do 24 Lat;Kobiety;21.08.2005;sie;2005;54000
Od 25 Do 34 Lat;Kobiety;22.08.2005;sie;2005;146000
Od 35 Do 44 Lat;Kobiety;23.08.2005;sie;2005;148000
Od 45 Do 54 Lat;Kobiety;24.08.2005;sie;2005;100000
Od 55 Do 64 Lat;Kobiety;25.08.2005;sie;2005;56000
Od 65 Lat Wzwyż;Kobiety;26.08.2005;sie;2005;43000
Od 16 Do 19 Lat;Mężczyźni;27.08.2005;sie;2005;63000
Od 20 Do 24 Lat;Mężczyźni;28.08.2005;sie;2005;106000
Od 25 Do 34 Lat;Mężczyźni;29.08.2005;sie;2005;134000
Od 35 Do 44 Lat;Mężczyźni;30.08.2005;sie;2005;127000
Od 45 Do 54 Lat;Mężczyźni;31.08.2005;sie;2005;124000
Od 55 Do 64 Lat;Mężczyźni;01.09.2005;wrz;2005;85000
Od 65 Lat Wzwyż;Mężczyźni;02.09.2005;wrz;2005;13000
Od 16 Do 19 Lat;Kobiety;03.09.2005;wrz;2005;30000
Od 20 Do 24 Lat;Kobiety;04.09.2005;wrz;2005;39000
Od 25 Do 34 Lat;Kobiety;05.09.2005;wrz;2005;123000
Od 35 Do 44 Lat;Kobiety;06.09.2005;wrz;2005;110000
Od 45 Do 54 Lat;Kobiety;07.09.2005;wrz;2005;92000
Od 55 Do 64 Lat;Kobiety;08.09.2005;wrz;2005;63000
Od 65 Lat Wzwyż;Kobiety;09.09.2005;wrz;2005;68000
Od 16 Do 19 Lat;Mężczyźni;10.09.2005;wrz;2005;74000
Od 20 Do 24 Lat;Mężczyźni;11.09.2005;wrz;2005;93000
Od 25 Do 34 Lat;Mężczyźni;12.09.2005;wrz;2005;133000
Od 35 Do 44 Lat;Mężczyźni;13.09.2005;wrz;2005;163000
Od 45 Do 54 Lat;Mężczyźni;14.09.2005;wrz;2005;138000
Od 55 Do 64 Lat;Mężczyźni;15.09.2005;wrz;2005;96000
Od 65 Lat Wzwyż;Mężczyźni;16.09.2005;wrz;2005;9000
Od 16 Do 19 Lat;Kobiety;17.09.2005;wrz;2005;74000
Od 20 Do 24 Lat;Kobiety;18.09.2005;wrz;2005;81000
Od 25 Do 34 Lat;Kobiety;19.09.2005;wrz;2005;115000
Od 35 Do 44 Lat;Kobiety;20.09.2005;wrz;2005;133000
Od 45 Do 54 Lat;Kobiety;21.09.2005;wrz;2005;84000
Od 55 Do 64 Lat;Kobiety;22.09.2005;wrz;2005;83000
Od 65 Lat Wzwyż;Kobiety;23.09.2005;wrz;2005;86000
Od 16 Do 19 Lat;Mężczyźni;24.09.2005;wrz;2005;77000
Od 20 Do 24 Lat;Mężczyźni;25.09.2005;wrz;2005;130000
Od 25 Do 34 Lat;Mężczyźni;26.09.2005;wrz;2005;114000
Od 35 Do 44 Lat;Mężczyźni;27.09.2005;wrz;2005;159000
Od 45 Do 54 Lat;Mężczyźni;28.09.2005;wrz;2005;154000
Od 55 Do 64 Lat;Mężczyźni;29.09.2005;wrz;2005;87000
Od 65 Lat Wzwyż;Mężczyźni;30.09.2005;wrz;2005;21000
Od 16 Do 19 Lat;Kobiety;01.10.2005;paź;2005;46000
Od 20 Do 24 Lat;Kobiety;02.10.2005;paź;2005;63000
Od 25 Do 34 Lat;Kobiety;03.10.2005;paź;2005;102000
Od 35 Do 44 Lat;Kobiety;04.10.2005;paź;2005;122000
Od 45 Do 54 Lat;Kobiety;05.10.2005;paź;2005;134000
Od 55 Do 64 Lat;Kobiety;06.10.2005;paź;2005;80000
Od 65 Lat Wzwyż;Kobiety;07.10.2005;paź;2005;110000
Od 16 Do 19 Lat;Mężczyźni;08.10.2005;paź;2005;53000
Od 20 Do 24 Lat;Mężczyźni;09.10.2005;paź;2005;101000
Od 25 Do 34 Lat;Mężczyźni;10.10.2005;paź;2005;113000
Od 35 Do 44 Lat;Mężczyźni;11.10.2005;paź;2005;153000
Od 45 Do 54 Lat;Mężczyźni;12.10.2005;paź;2005;120000
Od 55 Do 64 Lat;Mężczyźni;13.10.2005;paź;2005;97000
Od 65 Lat Wzwyż;Mężczyźni;14.10.2005;paź;2005;10000
Od 16 Do 19 Lat;Kobiety;15.10.2005;paź;2005;27000
Od 20 Do 24 Lat;Kobiety;16.10.2005;paź;2005;88000
Od 25 Do 34 Lat;Kobiety;17.10.2005;paź;2005;120000
Od 35 Do 44 Lat;Kobiety;18.10.2005;paź;2005;122000
Od 45 Do 54 Lat;Kobiety;19.10.2005;paź;2005;125000
Od 55 Do 64 Lat;Kobiety;20.10.2005;paź;2005;86000
Od 65 Lat Wzwyż;Kobiety;21.10.2005;paź;2005;111000
Od 16 Do 19 Lat;Mężczyźni;22.10.2005;paź;2005;50000
Od 20 Do 24 Lat;Mężczyźni;23.10.2005;paź;2005;92000
Od 25 Do 34 Lat;Mężczyźni;24.10.2005;paź;2005;118000
Od 35 Do 44 Lat;Mężczyźni;25.10.2005;paź;2005;100000
Od 45 Do 54 Lat;Mężczyźni;26.10.2005;paź;2005;81000
Od 55 Do 64 Lat;Mężczyźni;27.10.2005;paź;2005;91000
Od 65 Lat Wzwyż;Mężczyźni;28.10.2005;paź;2005;29000
Od 16 Do 19 Lat;Kobiety;29.10.2005;paź;2005;21000
Od 20 Do 24 Lat;Kobiety;30.10.2005;paź;2005;68000
Od 25 Do 34 Lat;Kobiety;31.10.2005;paź;2005;85000
Od 35 Do 44 Lat;Kobiety;01.11.2005;lis;2005;94000
Od 45 Do 54 Lat;Kobiety;02.11.2005;lis;2005;118000
Od 55 Do 64 Lat;Kobiety;03.11.2005;lis;2005;74000
Od 65 Lat Wzwyż;Kobiety;04.11.2005;lis;2005;83000
Od 16 Do 19 Lat;Mężczyźni;05.11.2005;lis;2005;61000
Od 20 Do 24 Lat;Mężczyźni;06.11.2005;lis;2005;80000
Od 25 Do 34 Lat;Mężczyźni;07.11.2005;lis;2005;129000
Od 35 Do 44 Lat;Mężczyźni;08.11.2005;lis;2005;107000
Od 45 Do 54 Lat;Mężczyźni;09.11.2005;lis;2005;102000
Od 55 Do 64 Lat;Mężczyźni;10.11.2005;lis;2005;89000
Od 65 Lat Wzwyż;Mężczyźni;11.11.2005;lis;2005;28000
Od 16 Do 19 Lat;Kobiety;12.11.2005;lis;2005;37000
Od 20 Do 24 Lat;Kobiety;13.11.2005;lis;2005;82000
Od 25 Do 34 Lat;Kobiety;14.11.2005;lis;2005;77000
Od 35 Do 44 Lat;Kobiety;15.11.2005;lis;2005;108000
Od 45 Do 54 Lat;Kobiety;16.11.2005;lis;2005;121000
Od 55 Do 64 Lat;Kobiety;17.11.2005;lis;2005;74000
Od 65 Lat Wzwyż;Kobiety;18.11.2005;lis;2005;92000
Od 16 Do 19 Lat;Mężczyźni;19.11.2005;lis;2005;66000
Od 20 Do 24 Lat;Mężczyźni;20.11.2005;lis;2005;97000
Od 25 Do 34 Lat;Mężczyźni;21.11.2005;lis;2005;102000
Od 35 Do 44 Lat;Mężczyźni;22.11.2005;lis;2005;82000
Od 45 Do 54 Lat;Mężczyźni;23.11.2005;lis;2005;130000
Od 55 Do 64 Lat;Mężczyźni;24.11.2005;lis;2005;95000
Od 65 Lat Wzwyż;Mężczyźni;25.11.2005;lis;2005;18000
Od 16 Do 19 Lat;Kobiety;26.11.2005;lis;2005;30000
Od 20 Do 24 Lat;Kobiety;27.11.2005;lis;2005;49000
Od 25 Do 34 Lat;Kobiety;28.11.2005;lis;2005;95000
Od 35 Do 44 Lat;Kobiety;29.11.2005;lis;2005;96000
Od 45 Do 54 Lat;Kobiety;30.11.2005;lis;2005;101000
Od 55 Do 64 Lat;Kobiety;01.12.2005;gru;2005;81000
Od 65 Lat Wzwyż;Kobiety;02.12.2005;gru;2005;32000
Od 16 Do 19 Lat;Mężczyźni;03.12.2005;gru;2005;57000
Od 20 Do 24 Lat;Mężczyźni;04.12.2005;gru;2005;87000
Od 25 Do 34 Lat;Mężczyźni;05.12.2005;gru;2005;138000
Od 35 Do 44 Lat;Mężczyźni;06.12.2005;gru;2005;120000
Od 45 Do 54 Lat;Mężczyźni;07.12.2005;gru;2005;108000
Od 55 Do 64 Lat;Mężczyźni;08.12.2005;gru;2005;107000
