Wiek;Płeć;Okres;Miesiąc;Rok;Bezrobotni
Od 65 Lat Wzwyż;Kobiety;17.11.2006;lis;2006;146000
Od 16 Do 19 Lat;Mężczyźni;18.11.2006;lis;2006;198000
Od 20 Do 24 Lat;Mężczyźni;19.11.2006;lis;2006;258000
Od 25 Do 34 Lat;Mężczyźni;20.11.2006;lis;2006;363000
Od 35 Do 44 Lat;Mężczyźni;21.11.2006;lis;2006;311000
Od 45 Do 54 Lat;Mężczyźni;22.11.2006;lis;2006;438000
Od 55 Do 64 Lat;Mężczyźni;23.11.2006;lis;2006;196000
Od 65 Lat Wzwyż;Mężczyźni;24.11.2006;lis;2006;100000
Od 16 Do 19 Lat;Kobiety;25.11.2006;lis;2006;85000
Od 20 Do 24 Lat;Kobiety;26.11.2006;lis;2006;178000
Od 25 Do 34 Lat;Kobiety;27.11.2006;lis;2006;209000
Od 35 Do 44 Lat;Kobiety;28.11.2006;lis;2006;293000
Od 45 Do 54 Lat;Kobiety;29.11.2006;lis;2006;241000
Od 55 Do 64 Lat;Kobiety;30.11.2006;lis;2006;149000
Od 65 Lat Wzwyż;Kobiety;01.12.2006;gru;2006;167000
Od 16 Do 19 Lat;Mężczyźni;02.12.2006;gru;2006;152000
Od 20 Do 24 Lat;Mężczyźni;03.12.2006;gru;2006;288000
Od 25 Do 34 Lat;Mężczyźni;04.12.2006;gru;2006;406000
Od 35 Do 44 Lat;Mężczyźni;05.12.2006;gru;2006;399000
Od 45 Do 54 Lat;Mężczyźni;06.12.2006;gru;2006;461000
Od 55 Do 64 Lat;Mężczyźni;07.12.2006;gru;2006;239000
Od 65 Lat Wzwyż;Mężczyźni;08.12.2006;gru;2006;80000
Od 16 Do 19 Lat;Kobiety;09.12.2006;gru;2006;112000
Od 20 Do 24 Lat;Kobiety;10.12.2006;gru;2006;169000
Od 25 Do 34 Lat;Kobiety;11.12.2006;gru;2006;242000
Od 35 Do 44 Lat;Kobiety;12.12.2006;gru;2006;279000
Od 45 Do 54 Lat;Kobiety;13.12.2006;gru;2006;282000
Od 55 Do 64 Lat;Kobiety;14.12.2006;gru;2006;180000
Od 65 Lat Wzwyż;Kobiety;15.12.2006;gru;2006;160000
Od 16 Do 19 Lat;Mężczyźni;16.12.2006;gru;2006;213000
Od 20 Do 24 Lat;Mężczyźni;17.12.2006;gru;2006;366000
Od 25 Do 34 Lat;Mężczyźni;18.12.2006;gru;2006;506000
Od 35 Do 44 Lat;Mężczyźni;19.12.2006;gru;2006;485000
Od 45 Do 54 Lat;Mężczyźni;20.12.2006;gru;2006;489000
Od 55 Do 64 Lat;Mężczyźni;21.12.2006;gru;2006;269000
Od 65 Lat Wzwyż;Mężczyźni;22.12.2006;gru;2006;79000
Od 16 Do 19 Lat;Kobiety;23.12.2006;gru;2006;121000
Od 20 Do 24 Lat;Kobiety;24.12.2006;gru;2006;167000
Od 25 Do 34 Lat;Kobiety;25.12.2006;gru;2006;318000
Od 35 Do 44 Lat;Kobiety;26.12.2006;gru;2006;302000
Od 45 Do 54 Lat;Kobiety;27.12.2006;gru;2006;325000
Od 55 Do 64 Lat;Kobiety;28.12.2006;gru;2006;205000
Od 65 Lat Wzwyż;Kobiety;29.12.2006;gru;2006;145000
Od 16 Do 19 Lat;Mężczyźni;30.12.2006;gru;2006;174000
Od 20 Do 24 Lat;Mężczyźni;31.12.2006;gru;2006;366000
Od 25 Do 34 Lat;Mężczyźni;01.01.2007;sty;2007;537000
Od 35 Do 44 Lat;Mężczyźni;02.01.2007;sty;2007;450000
Od 45 Do 54 Lat;Mężczyźni;03.01.2007;sty;2007;479000
Od 55 Do 64 Lat;Mężczyźni;04.01.2007;sty;2007;282000
Od 65 Lat Wzwyż;Mężczyźni;05.01.2007;sty;2007;87000
Od 16 Do 19 Lat;Kobiety;06.01.2007;sty;2007;102000
Od 20 Do 24 Lat;Kobiety;07.01.2007;sty;2007;212000
Od 25 Do 34 Lat;Kobiety;08.01.2007;sty;2007;377000
Od 35 Do 44 Lat;Kobiety;09.01.2007;sty;2007;297000
Od 45 Do 54 Lat;Kobiety;10.01.2007;sty;2007;327000
Od 55 Do 64 Lat;Kobiety;11.01.2007;sty;2007;214000
Od 65 Lat Wzwyż;Kobiety;12.01.2007;sty;2007;171000
Od 16 Do 19 Lat;Mężczyźni;13.01.2007;sty;2007;207000
Od 20 Do 24 Lat;Mężczyźni;14.01.2007;sty;2007;300000
Od 25 Do 34 Lat;Mężczyźni;15.01.2007;sty;2007;553000
Od 35 Do 44 Lat;Mężczyźni;16.01.2007;sty;2007;495000
Od 45 Do 54 Lat;Mężczyźni;17.01.2007;sty;2007;488000
Od 55 Do 64 Lat;Mężczyźni;18.01.2007;sty;2007;361000
Od 65 Lat Wzwyż;Mężczyźni;19.01.2007;sty;2007;107000
Od 16 Do 19 Lat;Kobiety;20.01.2007;sty;2007;118000
Od 20 Do 24 Lat;Kobiety;21.01.2007;sty;2007;212000
Od 25 Do 34 Lat;Kobiety;22.01.2007;sty;2007;382000
Od 35 Do 44 Lat;Kobiety;23.01.2007;sty;2007;355000
Od 45 Do 54 Lat;Kobiety;24.01.2007;sty;2007;354000
Od 55 Do 64 Lat;Kobiety;25.01.2007;sty;2007;231000
Od 65 Lat Wzwyż;Kobiety;26.01.2007;sty;2007;197000
Od 16 Do 19 Lat;Mężczyźni;27.01.2007;sty;2007;192000
Od 20 Do 24 Lat;Mężczyźni;28.01.2007;sty;2007;416000
Od 25 Do 34 Lat;Mężczyźni;29.01.2007;sty;2007;730000
Od 35 Do 44 Lat;Mężczyźni;30.01.2007;sty;2007;551000
Od 45 Do 54 Lat;Mężczyźni;31.01.2007;sty;2007;552000
Od 55 Do 64 Lat;Mężczyźni;01.02.2007;lut;2007;378000
Od 65 Lat Wzwyż;Mężczyźni;02.02.2007;lut;2007;109000
Od 16 Do 19 Lat;Kobiety;03.02.2007;lut;2007;126000
Od 20 Do 24 Lat;Kobiety;04.02.2007;lut;2007;277000
Od 25 Do 34 Lat;Kobiety;05.02.2007;lut;2007;480000
Od 35 Do 44 Lat;Kobiety;06.02.2007;lut;2007;409000
Od 45 Do 54 Lat;Kobiety;07.02.2007;lut;2007;393000
Od 55 Do 64 Lat;Kobiety;08.02.2007;lut;2007;261000
Od 65 Lat Wzwyż;Kobiety;09.02.2007;lut;2007;210000
Od 16 Do 19 Lat;Mężczyźni;10.02.2007;lut;2007;180000
Od 20 Do 24 Lat;Mężczyźni;11.02.2007;lut;2007;360000
Od 25 Do 34 Lat;Mężczyźni;12.02.2007;lut;2007;734000
Od 35 Do 44 Lat;Mężczyźni;13.02.2007;lut;2007;574000
Od 45 Do 54 Lat;Mężczyźni;14.02.2007;lut;2007;626000
Od 55 Do 64 Lat;Mężczyźni;15.02.2007;lut;2007;379000
Od 65 Lat Wzwyż;Mężczyźni;16.02.2007;lut;2007;105000
Od 16 Do 19 Lat;Kobiety;17.02.2007;lut;2007;94000
Od 20 Do 24 Lat;Kobiety;18.02.2007;lut;2007;242000
Od 25 Do 34 Lat;Kobiety;19.02.2007;lut;2007;492000
Od 35 Do 44 Lat;Kobiety;20.02.2007;lut;2007;430000
Od 45 Do 54 Lat;Kobiety;21.02.2007;lut;2007;464000
Od 55 Do 64 Lat;Kobiety;22.02.2007;lut;2007;294000
Od 65 Lat Wzwyż;Kobiety;23.02.2007;lut;2007;196000
Od 16 Do 19 Lat;Mężczyźni;24.02.2007;lut;2007;165000
Od 20 Do 24 Lat;Mężczyźni;25.02.2007;lut;2007;395000
Od 25 Do 34 Lat;Mężczyźni;26.02.2007;lut;2007;764000
Od 35 Do 44 Lat;Mężczyźni;27.02.2007;lut;2007;635000
Od 45 Do 54 Lat;Mężczyźni;28.02.2007;lut;2007;698000
Od 55 Do 64 Lat;Mężczyźni;01.03.2007;mar;2007;376000
Od 65 Lat Wzwyż;Mężczyźni;02.03.2007;mar;2007;119000
Od 16 Do 19 Lat;Kobiety;03.03.2007;mar;2007;99000
Od 20 Do 24 Lat;Kobiety;04.03.2007;mar;2007;306000
Od 25 Do 34 Lat;Kobiety;05.03.2007;mar;2007;510000
Od 35 Do 44 Lat;Kobiety;06.03.2007;mar;2007;508000
Od 45 Do 54 Lat;Kobiety;07.03.2007;mar;2007;498000
Od 55 Do 64 Lat;Kobiety;08.03.2007;mar;2007;286000
Od 65 Lat Wzwyż;Kobiety;09.03.2007;mar;2007;210000
Od 16 Do 19 Lat;Mężczyźni;10.03.2007;mar;2007;229000
Od 20 Do 24 Lat;Mężczyźni;11.03.2007;mar;2007;400000
Od 25 Do 34 Lat;Mężczyźni;12.03.2007;mar;2007;738000
Od 35 Do 44 Lat;Mężczyźni;13.03.2007;mar;2007;647000
Od 45 Do 54 Lat;Mężczyźni;14.03.2007;mar;2007;730000
Od 55 Do 64 Lat;Mężczyźni;15.03.2007;mar;2007;390000
Od 65 Lat Wzwyż;Mężczyźni;16.03.2007;mar;2007;102000
Od 16 Do 19 Lat;Kobiety;17.03.2007;mar;2007;118000
Od 20 Do 24 Lat;Kobiety;18.03.2007;mar;2007;245000
Od 25 Do 34 Lat;Kobiety;19.03.2007;mar;2007;550000
Od 35 Do 44 Lat;Kobiety;20.03.2007;mar;2007;474000
Od 45 Do 54 Lat;Kobiety;21.03.2007;mar;2007;510000
Od 55 Do 64 Lat;Kobiety;22.03.2007;mar;2007;309000
Od 65 Lat Wzwyż;Kobiety;23.03.2007;mar;2007;188000
Od 16 Do 19 Lat;Mężczyźni;24.03.2007;mar;2007;228000
Od 20 Do 24 Lat;Mężczyźni;25.03.2007;mar;2007;425000
Od 25 Do 34 Lat;Mężczyźni;26.03.2007;mar;2007;787000
Od 35 Do 44 Lat;Mężczyźni;27.03.2007;mar;2007;668000
Od 45 Do 54 Lat;Mężczyźni;28.03.2007;mar;2007;816000
Od 55 Do 64 Lat;Mężczyźni;29.03.2007;mar;2007;468000
Od 65 Lat Wzwyż;Mężczyźni;30.03.2007;mar;2007;115000
Od 16 Do 19 Lat;Kobiety;31.03.2007;mar;2007;113000
Od 20 Do 24 Lat;Kobiety;01.04.2007;kwi;2007;297000
Od 25 Do 34 Lat;Kobiety;02.04.2007;kwi;2007;481000
Od 35 Do 44 Lat;Kobiety;03.04.2007;kwi;2007;497000
Od 45 Do 54 Lat;Kobiety;04.04.2007;kwi;2007;513000
Od 55 Do 64 Lat;Kobiety;05.04.2007;kwi;2007;347000
Od 65 Lat Wzwyż;Kobiety;06.04.2007;kwi;2007;184000
Od 16 Do 19 Lat;Mężczyźni;07.04.2007;kwi;2007;237000
Od 20 Do 24 Lat;Mężczyźni;08.04.2007;kwi;2007;428000
Od 25 Do 34 Lat;Mężczyźni;09.04.2007;kwi;2007;810000
Od 35 Do 44 Lat;Mężczyźni;10.04.2007;kwi;2007;699000
Od 45 Do 54 Lat;Mężczyźni;11.04.2007;kwi;2007;848000
Od 55 Do 64 Lat;Mężczyźni;12.04.2007;kwi;2007;471000
Od 65 Lat Wzwyż;Mężczyźni;13.04.2007;kwi;2007;123000
Od 16 Do 19 Lat;Kobiety;14.04.2007;kwi;2007;136000
Od 20 Do 24 Lat;Kobiety;15.04.2007;kwi;2007;230000
Od 25 Do 34 Lat;Kobiety;16.04.2007;kwi;2007;463000
Od 35 Do 44 Lat;Kobiety;17.04.2007;kwi;2007;492000
Od 45 Do 54 Lat;Kobiety;18.04.2007;kwi;2007;535000
Od 55 Do 64 Lat;Kobiety;19.04.2007;kwi;2007;335000
Od 65 Lat Wzwyż;Kobiety;20.04.2007;kwi;2007;186000
Od 16 Do 19 Lat;Mężczyźni;21.04.2007;kwi;2007;227000
Od 20 Do 24 Lat;Mężczyźni;22.04.2007;kwi;2007;542000
Od 25 Do 34 Lat;Mężczyźni;23.04.2007;kwi;2007;913000
Od 35 Do 44 Lat;Mężczyźni;24.04.2007;kwi;2007;733000
Od 45 Do 54 Lat;Mężczyźni;25.04.2007;kwi;2007;897000
Od 55 Do 64 Lat;Mężczyźni;26.04.2007;kwi;2007;549000
Od 65 Lat Wzwyż;Mężczyźni;27.04.2007;kwi;2007;136000
Od 16 Do 19 Lat;Kobiety;28.04.2007;kwi;2007;134000
Od 20 Do 24 Lat;Kobiety;29.04.2007;kwi;2007;244000
Od 25 Do 34 Lat;Kobiety;30.04.2007;kwi;2007;535000
Od 35 Do 44 Lat;Kobiety;01.05.2007;maj;2007;483000
Od 45 Do 54 Lat;Kobiety;02.05.2007;maj;2007;588000
Od 55 Do 64 Lat;Kobiety;03.05.2007;maj;2007;347000
Od 65 Lat Wzwyż;Kobiety;04.05.2007;maj;2007;195000
Od 16 Do 19 Lat;Mężczyźni;05.05.2007;maj;2007;228000
Od 20 Do 24 Lat;Mężczyźni;06.05.2007;maj;2007;516000
Od 25 Do 34 Lat;Mężczyźni;07.05.2007;maj;2007;951000
Od 35 Do 44 Lat;Mężczyźni;08.05.2007;maj;2007;828000
Od 45 Do 54 Lat;Mężczyźni;09.05.2007;maj;2007;821000
Od 55 Do 64 Lat;Mężczyźni;10.05.2007;maj;2007;546000
Od 65 Lat Wzwyż;Mężczyźni;11.05.2007;maj;2007;144000
Od 16 Do 19 Lat;Kobiety;12.05.2007;maj;2007;132000
Od 20 Do 24 Lat;Kobiety;13.05.2007;maj;2007;231000
Od 25 Do 34 Lat;Kobiety;14.05.2007;maj;2007;455000
Od 35 Do 44 Lat;Kobiety;15.05.2007;maj;2007;471000
Od 45 Do 54 Lat;Kobiety;16.05.2007;maj;2007;544000
Od 55 Do 64 Lat;Kobiety;17.05.2007;maj;2007;344000
Od 65 Lat Wzwyż;Kobiety;18.05.2007;maj;2007;228000
Od 16 Do 19 Lat;Mężczyźni;19.05.2007;maj;2007;286000
Od 20 Do 24 Lat;Mężczyźni;20.05.2007;maj;2007;564000
Od 25 Do 34 Lat;Mężczyźni;21.05.2007;maj;2007;999000
Od 35 Do 44 Lat;Mężczyźni;22.05.2007;maj;2007;757000
Od 45 Do 54 Lat;Mężczyźni;23.05.2007;maj;2007;927000
Od 55 Do 64 Lat;Mężczyźni;24.05.2007;maj;2007;536000
Od 65 Lat Wzwyż;Mężczyźni;25.05.2007;maj;2007;132000
Od 16 Do 19 Lat;Kobiety;26.05.2007;maj;2007;152000
Od 20 Do 24 Lat;Kobiety;27.05.2007;maj;2007;245000
Od 25 Do 34 Lat;Kobiety;28.05.2007;maj;2007;522000
Od 35 Do 44 Lat;Kobiety;29.05.2007;maj;2007;565000
Od 45 Do 54 Lat;Kobiety;30.05.2007;maj;2007;605000
Od 55 Do 64 Lat;Kobiety;31.05.2007;maj;2007;323000
Od 65 Lat Wzwyż;Kobiety;01.06.2007;cze;2007;191000
Od 16 Do 19 Lat;Mężczyźni;02.06.2007;cze;2007;296000
Od 20 Do 24 Lat;Mężczyźni;03.06.2007;cze;2007;653000
Od 25 Do 34 Lat;Mężczyźni;04.06.2007;cze;2007;956000
Od 35 Do 44 Lat;Mężczyźni;05.06.2007;cze;2007;807000
Od 45 Do 54 Lat;Mężczyźni;06.06.2007;cze;2007;931000
Od 55 Do 64 Lat;Mężczyźni;07.06.2007;cze;2007;544000
Od 65 Lat Wzwyż;Mężczyźni;08.06.2007;cze;2007;151000
Od 16 Do 19 Lat;Kobiety;09.06.2007;cze;2007;118000
Od 20 Do 24 Lat;Kobiety;10.06.2007;cze;2007;314000
Od 25 Do 34 Lat;Kobiety;11.06.2007;cze;2007;608000
Od 35 Do 44 Lat;Kobiety;12.06.2007;cze;2007;578000
Od 45 Do 54 Lat;Kobiety;13.06.2007;cze;2007;623000
Od 55 Do 64 Lat;Kobiety;14.06.2007;cze;2007;364000
Od 65 Lat Wzwyż;Kobiety;15.06.2007;cze;2007;156000
Od 16 Do 19 Lat;Mężczyźni;16.06.2007;cze;2007;240000
Od 20 Do 24 Lat;Mężczyźni;17.06.2007;cze;2007;493000
Od 25 Do 34 Lat;Mężczyźni;18.06.2007;cze;2007;1 011 000
Od 35 Do 44 Lat;Mężczyźni;19.06.2007;cze;2007;704000
Od 45 Do 54 Lat;Mężczyźni;20.06.2007;cze;2007;827000
Od 55 Do 64 Lat;Mężczyźni;21.06.2007;cze;2007;553000
Od 65 Lat Wzwyż;Mężczyźni;22.06.2007;cze;2007;144000
Od 16 Do 19 Lat;Kobiety;23.06.2007;cze;2007;159000
Od 20 Do 24 Lat;Kobiety;24.06.2007;cze;2007;293000
Od 25 Do 34 Lat;Kobiety;25.06.2007;cze;2007;631000
Od 35 Do 44 Lat;Kobiety;26.06.2007;cze;2007;550000
Od 45 Do 54 Lat;Kobiety;27.06.2007;cze;2007;546000
Od 55 Do 64 Lat;Kobiety;28.06.2007;cze;2007;403000
Od 65 Lat Wzwyż;Kobiety;29.06.2007;cze;2007;172000
Od 16 Do 19 Lat;Mężczyźni;30.06.2007;cze;2007;280000
Od 20 Do 24 Lat;Mężczyźni;01.07.2007;lip;2007;516000
Od 25 Do 34 Lat;Mężczyźni;02.07.2007;lip;2007;931000
Od 35 Do 44 Lat;Mężczyźni;03.07.2007;lip;2007;699000
Od 45 Do 54 Lat;Mężczyźni;04.07.2007;lip;2007;862000
Od 55 Do 64 Lat;Mężczyźni;05.07.2007;lip;2007;485000
Od 65 Lat Wzwyż;Mężczyźni;06.07.2007;lip;2007;115000
Od 16 Do 19 Lat;Kobiety;07.07.2007;lip;2007;117000
Od 20 Do 24 Lat;Kobiety;08.07.2007;lip;2007;301000
Od 25 Do 34 Lat;Kobiety;09.07.2007;lip;2007;578000
Od 35 Do 44 Lat;Kobiety;10.07.2007;lip;2007;538000
Od 45 Do 54 Lat;Kobiety;11.07.2007;lip;2007;528000
Od 55 Do 64 Lat;Kobiety;12.07.2007;lip;2007;399000
Od 65 Lat Wzwyż;Kobiety;13.07.2007;lip;2007;161000
Od 16 Do 19 Lat;Mężczyźni;14.07.2007;lip;2007;238000
Od 20 Do 24 Lat;Mężczyźni;15.07.2007;lip;2007;566000
Od 25 Do 34 Lat;Mężczyźni;16.07.2007;lip;2007;814000
Od 35 Do 44 Lat;Mężczyźni;17.07.2007;lip;2007;635000
Od 45 Do 54 Lat;Mężczyźni;18.07.2007;lip;2007;848000
Od 55 Do 64 Lat;Mężczyźni;19.07.2007;lip;2007;526000
Od 65 Lat Wzwyż;Mężczyźni;20.07.2007;lip;2007;135000
Od 16 Do 19 Lat;Kobiety;21.07.2007;lip;2007;152000
Od 20 Do 24 Lat;Kobiety;22.07.2007;lip;2007;359000
Od 25 Do 34 Lat;Kobiety;23.07.2007;lip;2007;630000
Od 35 Do 44 Lat;Kobiety;24.07.2007;lip;2007;568000
Od 45 Do 54 Lat;Kobiety;25.07.2007;lip;2007;575000
Od 55 Do 64 Lat;Kobiety;26.07.2007;lip;2007;390000
Od 65 Lat Wzwyż;Kobiety;27.07.2007;lip;2007;213000
Od 16 Do 19 Lat;Mężczyźni;28.07.2007;lip;2007;197000
Od 20 Do 24 Lat;Mężczyźni;29.07.2007;lip;2007;505000
Od 25 Do 34 Lat;Mężczyźni;30.07.2007;lip;2007;789000
Od 35 Do 44 Lat;Mężczyźni;31.07.2007;lip;2007;707000
Od 45 Do 54 Lat;Mężczyźni;01.08.2007;sie;2007;833000
Od 55 Do 64 Lat;Mężczyźni;02.08.2007;sie;2007;516000
Od 65 Lat Wzwyż;Mężczyźni;03.08.2007;sie;2007;134000
Od 16 Do 19 Lat;Kobiety;04.08.2007;sie;2007;126000
Od 20 Do 24 Lat;Kobiety;05.08.2007;sie;2007;273000
Od 25 Do 34 Lat;Kobiety;06.08.2007;sie;2007;579000
Od 35 Do 44 Lat;Kobiety;07.08.2007;sie;2007;547000
Od 45 Do 54 Lat;Kobiety;08.08.2007;sie;2007;598000
Od 55 Do 64 Lat;Kobiety;09.08.2007;sie;2007;385000
Od 65 Lat Wzwyż;Kobiety;10.08.2007;sie;2007;197000
Od 16 Do 19 Lat;Mężczyźni;11.08.2007;sie;2007;158000
Od 20 Do 24 Lat;Mężczyźni;12.08.2007;sie;2007;414000
Od 25 Do 34 Lat;Mężczyźni;13.08.2007;sie;2007;815000
Od 35 Do 44 Lat;Mężczyźni;14.08.2007;sie;2007;743000
Od 45 Do 54 Lat;Mężczyźni;15.08.2007;sie;2007;808000
Od 55 Do 64 Lat;Mężczyźni;16.08.2007;sie;2007;489000
Od 65 Lat Wzwyż;Mężczyźni;17.08.2007;sie;2007;134000
Od 16 Do 19 Lat;Kobiety;18.08.2007;sie;2007;93000
Od 20 Do 24 Lat;Kobiety;19.08.2007;sie;2007;252000
Od 25 Do 34 Lat;Kobiety;20.08.2007;sie;2007;615000
Od 35 Do 44 Lat;Kobiety;21.08.2007;sie;2007;546000
Od 45 Do 54 Lat;Kobiety;22.08.2007;sie;2007;538000
Od 55 Do 64 Lat;Kobiety;23.08.2007;sie;2007;408000
Od 65 Lat Wzwyż;Kobiety;24.08.2007;sie;2007;192000
Od 16 Do 19 Lat;Mężczyźni;25.08.2007;sie;2007;162000
Od 20 Do 24 Lat;Mężczyźni;26.08.2007;sie;2007;457000
Od 25 Do 34 Lat;Mężczyźni;27.08.2007;sie;2007;718000
Od 35 Do 44 Lat;Mężczyźni;28.08.2007;sie;2007;698000
Od 45 Do 54 Lat;Mężczyźni;29.08.2007;sie;2007;811000
Od 55 Do 64 Lat;Mężczyźni;30.08.2007;sie;2007;530000
Od 65 Lat Wzwyż;Mężczyźni;31.08.2007;sie;2007;141000
Od 16 Do 19 Lat;Kobiety;01.09.2007;wrz;2007;144000
Od 20 Do 24 Lat;Kobiety;02.09.2007;wrz;2007;315000
Od 25 Do 34 Lat;Kobiety;03.09.2007;wrz;2007;601000
Od 35 Do 44 Lat;Kobiety;04.09.2007;wrz;2007;485000
Od 45 Do 54 Lat;Kobiety;05.09.2007;wrz;2007;571000
Od 55 Do 64 Lat;Kobiety;06.09.2007;wrz;2007;374000
Od 65 Lat Wzwyż;Kobiety;07.09.2007;wrz;2007;158000
Od 16 Do 19 Lat;Mężczyźni;08.09.2007;wrz;2007;149000
Od 20 Do 24 Lat;Mężczyźni;09.09.2007;wrz;2007;440000
Od 25 Do 34 Lat;Mężczyźni;10.09.2007;wrz;2007;739000
Od 35 Do 44 Lat;Mężczyźni;11.09.2007;wrz;2007;699000
Od 45 Do 54 Lat;Mężczyźni;12.09.2007;wrz;2007;879000
Od 55 Do 64 Lat;Mężczyźni;13.09.2007;wrz;2007;539000
Od 65 Lat Wzwyż;Mężczyźni;14.09.2007;wrz;2007;173000
Od 16 Do 19 Lat;Kobiety;15.09.2007;wrz;2007;105000
Od 20 Do 24 Lat;Kobiety;16.09.2007;wrz;2007;306000
Od 25 Do 34 Lat;Kobiety;17.09.2007;wrz;2007;578000
Od 35 Do 44 Lat;Kobiety;18.09.2007;wrz;2007;529000
Od 45 Do 54 Lat;Kobiety;19.09.2007;wrz;2007;621000
Od 55 Do 64 Lat;Kobiety;20.09.2007;wrz;2007;394000
Od 65 Lat Wzwyż;Kobiety;21.09.2007;wrz;2007;205000
Od 16 Do 19 Lat;Mężczyźni;22.09.2007;wrz;2007;149000
Od 20 Do 24 Lat;Mężczyźni;23.09.2007;wrz;2007;456000
Od 25 Do 34 Lat;Mężczyźni;24.09.2007;wrz;2007;750000
Od 35 Do 44 Lat;Mężczyźni;25.09.2007;wrz;2007;693000
Od 45 Do 54 Lat;Mężczyźni;26.09.2007;wrz;2007;877000
Od 55 Do 64 Lat;Mężczyźni;27.09.2007;wrz;2007;476000
Od 65 Lat Wzwyż;Mężczyźni;28.09.2007;wrz;2007;157000
Od 16 Do 19 Lat;Kobiety;29.09.2007;wrz;2007;143000
Od 20 Do 24 Lat;Kobiety;30.09.2007;wrz;2007;297000
Od 25 Do 34 Lat;Kobiety;01.10.2007;paź;2007;576000
Od 35 Do 44 Lat;Kobiety;02.10.2007;paź;2007;557000
Od 45 Do 54 Lat;Kobiety;03.10.2007;paź;2007;577000
Od 55 Do 64 Lat;Kobiety;04.10.2007;paź;2007;378000
Od 65 Lat Wzwyż;Kobiety;05.10.2007;paź;2007;182000
Od 16 Do 19 Lat;Mężczyźni;06.10.2007;paź;2007;204000
Od 20 Do 24 Lat;Mężczyźni;07.10.2007;paź;2007;507000
Od 25 Do 34 Lat;Mężczyźni;08.10.2007;paź;2007;803000
Od 35 Do 44 Lat;Mężczyźni;09.10.2007;paź;2007;704000
Od 45 Do 54 Lat;Mężczyźni;10.10.2007;paź;2007;788000
Od 55 Do 64 Lat;Mężczyźni;11.10.2007;paź;2007;509000
Od 65 Lat Wzwyż;Mężczyźni;12.10.2007;paź;2007;152000
Od 16 Do 19 Lat;Kobiety;13.10.2007;paź;2007;148000
Od 20 Do 24 Lat;Kobiety;14.10.2007;paź;2007;348000
Od 25 Do 34 Lat;Kobiety;15.10.2007;paź;2007;525000
Od 35 Do 44 Lat;Kobiety;16.10.2007;paź;2007;530000
Od 45 Do 54 Lat;Kobiety;17.10.2007;paź;2007;630000
Od 55 Do 64 Lat;Kobiety;18.10.2007;paź;2007;355000
Od 65 Lat Wzwyż;Kobiety;19.10.2007;paź;2007;205000
Od 16 Do 19 Lat;Mężczyźni;20.10.2007;paź;2007;196000
Od 20 Do 24 Lat;Mężczyźni;21.10.2007;paź;2007;460000
Od 25 Do 34 Lat;Mężczyźni;22.10.2007;paź;2007;812000
